Date,Open,High,Low,Close
09/08/2021 15:30:00,16281.35,16320.75,16179.05,16258.25
10/08/2021 15:30:00,16274.8,16359.25,16202.25,16280.1
11/08/2021 15:30:00,16327.3,16338.75,16162.55,16282.25
12/08/2021 15:30:00,16303.65,16375.5,16286.9,16364.4
13/08/2021 15:30:00,16385.7,16543.6,16376.3,16529.1
16/08/2021 15:30:00,16518.4,16589.4,16480.75,16563.05
17/08/2021 15:30:00,16545.25,16628.55,16495.4,16614.6
18/08/2021 15:30:00,16691.95,16701.85,16535.85,16568.85
20/08/2021 15:30:00,16382.5,16509.55,16376.05,16450.5
23/08/2021 15:30:00,16592.25,16592.5,16395.7,16496.45
24/08/2021 15:30:00,16561.4,16647.1,16495.3,16624.6
25/08/2021 15:30:00,16654,16712.45,16617.5,16634.65
26/08/2021 15:30:00,16627.95,16683.7,16603.4,16636.9
27/08/2021 15:30:00,16642.55,16722.05,16565.6,16705.2
30/08/2021 15:30:00,16775.85,16951.5,16764.85,16931.05
31/08/2021 15:30:00,16947.5,17153.5,16915.85,17132.2
01/09/2021 15:30:00,17185.6,17225.75,17055.05,17076.25
02/09/2021 15:30:00,17095.4,17245.5,17059.7,17234.15
03/09/2021 15:30:00,17262.45,17340.1,17212.2,17323.6
06/09/2021 15:30:00,17399.35,17429.55,17345.55,17377.8
07/09/2021 15:30:00,17401.55,17436.5,17287,17362.1
08/09/2021 15:30:00,17375.75,17383.4,17254.2,17353.5
09/09/2021 15:30:00,17312.85,17379.65,17302.7,17369.25
13/09/2021 15:30:00,17363.55,17378.35,17269.15,17355.3
14/09/2021 15:30:00,17420.35,17438.55,17367.05,17380
15/09/2021 15:30:00,17387.65,17532.7,17386.9,17519.45
16/09/2021 15:30:00,17539.2,17644.6,17510.45,17629.5
17/09/2021 15:30:00,17709.65,17792.95,17537.65,17585.15
20/09/2021 15:30:00,17443.85,17622.75,17361.8,17396.9
21/09/2021 15:30:00,17450.5,17578.35,17326.1,17562
22/09/2021 15:30:00,17580.9,17610.45,17524,17546.65
23/09/2021 15:30:00,17670.85,17843.9,17646.55,17822.95
24/09/2021 15:30:00,17897.45,17947.65,17819.4,17853.2
27/09/2021 15:30:00,17932.2,17943.5,17802.9,17855.1
28/09/2021 15:30:00,17906.45,17912.85,17576.1,17748.6
29/09/2021 15:30:00,17657.95,17781.75,17608.15,17711.3
30/09/2021 15:30:00,17718.9,17742.15,17585.35,17618.15
01/10/2021 15:30:00,17531.9,17557.15,17452.9,17532.05
04/10/2021 15:30:00,17615.55,17750.9,17581.35,17691.25
05/10/2021 15:30:00,17661.35,17833.45,17640.9,17822.3
06/10/2021 15:30:00,17861.5,17884.6,17613.15,17646
07/10/2021 15:30:00,17810.55,17857.55,17763.8,17790.35
08/10/2021 15:30:00,17886.85,17941.85,17840.35,17895.2
11/10/2021 15:30:00,17867.55,18041.95,17839.1,17945.95
12/10/2021 15:30:00,17915.8,18008.65,17864.95,17991.95
13/10/2021 15:30:00,18097.85,18197.8,18050.75,18161.75
14/10/2021 15:30:00,18272.85,18350.75,18248.7,18338.55
18/10/2021 15:30:00,18500.1,18543.15,18445.3,18477.05
19/10/2021 15:30:00,18602.35,18604.45,18377.7,18418.75
20/10/2021 15:30:00,18439.9,18458.3,18209.35,18266.6
21/10/2021 15:30:00,18382.7,18384.2,18048,18178.1
22/10/2021 15:30:00,18230.7,18314.25,18034.35,18114.9
25/10/2021 15:30:00,18229.5,18241.4,17968.5,18125.4
26/10/2021 15:30:00,18154.5,18310.45,18099.3,18268.4
27/10/2021 15:30:00,18295.85,18342.05,18167.9,18210.95
28/10/2021 15:30:00,18187.65,18190.7,17799.45,17857.25
29/10/2021 15:30:00,17833.05,17915.85,17613.1,17671.65
01/11/2021 15:30:00,17783.15,17954.1,17697.1,17929.65
02/11/2021 15:30:00,17970.9,18012.25,17847.6,17888.95
03/11/2021 15:30:00,17947.95,17988.75,17757.95,17829.2
04/11/2021 19:15:00,17935.05,17947.55,17900.6,17916.8
08/11/2021 15:30:00,18040.2,18087.8,17836.1,18068.55
09/11/2021 15:30:00,18084.35,18112.6,17983.05,18044.25
10/11/2021 15:30:00,17973.45,18061.25,17915,18017.2
11/11/2021 15:30:00,17967.45,17971.35,17798.2,17873.6
12/11/2021 15:30:00,17977.6,18123,17905.9,18102.75
15/11/2021 15:30:00,18140.95,18210.15,18071.3,18109.45
16/11/2021 15:30:00,18127.05,18132.65,17958.8,17999.2
17/11/2021 15:30:00,17939.35,18022.65,17879.25,17898.65
18/11/2021 15:30:00,17890.55,17945.6,17688.5,17764.8
22/11/2021 15:30:00,17796.25,17805.25,17280.45,17416.55
23/11/2021 15:30:00,17281.75,17553.7,17216.1,17503.35
24/11/2021 15:30:00,17550.05,17600.6,17354,17415.05
25/11/2021 15:30:00,17417.3,17564.35,17351.7,17536.25
26/11/2021 15:30:00,17338.75,17355.4,16985.7,17026.45
29/11/2021 15:30:00,17055.8,17160.7,16782.4,17053.95
30/11/2021 15:30:00,17051.15,17324.65,16931.4,16983.2
01/12/2021 15:30:00,17104.4,17213.05,17064.25,17166.9
02/12/2021 15:30:00,17183.2,17420.35,17149.3,17401.65
03/12/2021 15:30:00,17424.9,17489.8,17180.8,17196.7
06/12/2021 15:30:00,17209.05,17216.75,16891.7,16912.25
07/12/2021 15:30:00,17044.1,17251.65,16987.75,17176.7
08/12/2021 15:30:00,17315.25,17484.6,17308.95,17469.75
09/12/2021 15:30:00,17524.4,17543.25,17379.6,17516.85
10/12/2021 15:30:00,17476.05,17534.35,17405.25,17511.3
13/12/2021 15:30:00,17619.1,17639.5,17355.95,17368.25
14/12/2021 15:30:00,17283.2,17376.2,17225.8,17324.9
15/12/2021 15:30:00,17323.65,17351.2,17192.2,17221.4
16/12/2021 15:30:00,17373,17379.35,17184.95,17248.4
17/12/2021 15:30:00,17276,17298.15,16966.45,16985.2
20/12/2021 15:30:00,16824.25,16840.1,16410.2,16614.2
21/12/2021 15:30:00,16773.15,16936.4,16688.25,16770.85
22/12/2021 15:30:00,16865.55,16971,16819.5,16955.45
23/12/2021 15:30:00,17066.8,17118.65,17015.55,17072.6
24/12/2021 15:30:00,17149.5,17155.6,16909.6,17003.75
27/12/2021 15:30:00,16937.75,17112.05,16833.2,17086.25
28/12/2021 15:30:00,17177.6,17250.25,17161.15,17233.25
29/12/2021 15:30:00,17220.1,17285.95,17176.65,17213.6
30/12/2021 15:30:00,17201.45,17264.05,17146.35,17203.95
31/12/2021 15:30:00,17244.5,17400.8,17238.5,17354.05
03/01/2022 15:30:00,17387.15,17646.65,17383.3,17625.7
04/01/2022 15:30:00,17681.4,17827.6,17593.55,17805.25
05/01/2022 15:30:00,17820.1,17944.7,17748.85,17925.25
06/01/2022 15:30:00,17768.5,17797.95,17655.55,17745.9
07/01/2022 15:30:00,17797.6,17905,17704.55,17812.7
10/01/2022 15:30:00,17913.3,18017.45,17879.15,18003.3
11/01/2022 15:30:00,17997.75,18081.25,17964.4,18055.75
12/01/2022 15:30:00,18170.4,18227.95,18128.8,18212.35
13/01/2022 15:30:00,18257,18272.25,18163.8,18257.8
14/01/2022 15:30:00,18185,18286.95,18119.65,18255.75
17/01/2022 15:30:00,18235.65,18321.55,18228.75,18308.1
18/01/2022 15:30:00,18337.2,18350.95,18085.9,18113.05
19/01/2022 15:30:00,18129.2,18129.2,17884.9,17938.4
20/01/2022 15:30:00,17921,17943.7,17648.45,17757
21/01/2022 15:30:00,17613.7,17707.6,17485.85,17617.15
24/01/2022 15:30:00,17575.15,17599.4,16997.85,17149.1
25/01/2022 15:30:00,17001.55,17309.15,16836.8,17277.95
27/01/2022 15:30:00,17062,17182.5,16866.75,17110.15
28/01/2022 15:30:00,17208.3,17373.5,17077.1,17101.95
31/01/2022 15:30:00,17301.05,17410,17264.15,17339.85
01/02/2022 15:30:00,17529.45,17622.4,17244.55,17576.85
02/02/2022 15:30:00,17706.2,17794.6,17674.8,17780
03/02/2022 15:30:00,17767.75,17781.15,17511.15,17560.2
04/02/2022 15:30:00,17590.2,17617.8,17462.55,17516.3
07/02/2022 15:30:00,17456.3,17536.75,17119.4,17213.6
08/02/2022 15:30:00,17279.85,17306.45,17043.65,17266.75
09/02/2022 15:30:00,17370.1,17477.15,17339,17463.8
10/02/2022 15:30:00,17554.1,17639.45,17427.15,17605.85
11/02/2022 15:30:00,17451,17454.75,17303,17374.75
14/02/2022 15:30:00,17076.15,17099.5,16809.65,16842.8
15/02/2022 15:30:00,16933.25,17375,16839.25,17352.45
16/02/2022 15:30:00,17408.45,17490.6,17257.7,17322.2
17/02/2022 15:30:00,17396.55,17442.9,17235.85,17304.6
18/02/2022 15:30:00,17236.05,17380.8,17219.2,17276.3
21/02/2022 15:30:00,17192.25,17351.05,17070.7,17206.65
22/02/2022 15:30:00,16847.95,17148.55,16843.8,17092.2
23/02/2022 15:30:00,17194.5,17220.7,17027.85,17063.25
24/02/2022 15:30:00,16548.9,16705.25,16203.25,16247.95
25/02/2022 15:30:00,16515.65,16748.8,16478.3,16658.4
28/02/2022 15:30:00,16481.6,16815.9,16356.3,16793.9
02/03/2022 15:30:00,16593.1,16678.5,16478.65,16605.95
03/03/2022 15:30:00,16723.2,16768.95,16442.95,16498.05
04/03/2022 15:30:00,16339.45,16456,16133.8,16245.35
07/03/2022 15:30:00,15867.95,15944.6,15711.45,15863.15
08/03/2022 15:30:00,15747.75,16028.75,15671.45,16013.45
09/03/2022 15:30:00,16078,16418.05,15990,16345.35
10/03/2022 15:30:00,16757.1,16757.3,16447.9,16594.9
11/03/2022 15:30:00,16528.8,16694.4,16470.9,16630.45
14/03/2022 15:30:00,16633.7,16887.95,16606.5,16871.3
15/03/2022 15:30:00,16900.65,16927.75,16555,16663
16/03/2022 15:30:00,16876.65,16987.9,16837.85,16975.35
17/03/2022 15:30:00,17202.9,17344.6,17175.75,17287.05
21/03/2022 15:30:00,17329.5,17353.35,17096.4,17117.6
22/03/2022 15:30:00,17120.4,17334.4,17006.3,17315.5
23/03/2022 15:30:00,17405.05,17442.4,17199.6,17245.65
24/03/2022 15:30:00,17094.95,17291.75,17091.15,17222.75
25/03/2022 15:30:00,17289,17294.9,17076.55,17153
28/03/2022 15:30:00,17181.85,17235.1,17003.9,17222
29/03/2022 15:30:00,17297.2,17343.65,17235.7,17325.3
30/03/2022 15:30:00,17468.15,17522.5,17387.2,17498.25
31/03/2022 15:30:00,17519.2,17559.8,17435.2,17464.75
01/04/2022 15:30:00,17436.9,17703.7,17422.7,17670.45
04/04/2022 15:30:00,17809.1,18114.65,17791.4,18053.4
05/04/2022 15:30:00,18080.6,18095.45,17921.55,17957.4
06/04/2022 15:30:00,17842.75,17901,17779.85,17807.65
07/04/2022 15:30:00,17723.3,17787.5,17623.7,17639.55
08/04/2022 15:30:00,17698.15,17842.75,17600.55,17784.35
11/04/2022 15:30:00,17740.9,17779.05,17650.95,17674.95
12/04/2022 15:30:00,17584.85,17595.3,17442.35,17530.3
13/04/2022 15:30:00,17599.9,17663.65,17457.4,17475.65
18/04/2022 15:30:00,17183.45,17237.75,17067.85,17173.65
19/04/2022 15:30:00,17258.95,17275.65,16824.7,16958.65
20/04/2022 15:30:00,17045.25,17186.9,16978.95,17136.55
21/04/2022 15:30:00,17234.6,17414.7,17215.5,17392.6
22/04/2022 15:30:00,17242.75,17315.3,17149.2,17171.95
25/04/2022 15:30:00,17009.05,17054.3,16888.7,16953.95
26/04/2022 15:30:00,17121.3,17223.85,17064.45,17200.8
27/04/2022 15:30:00,17073.35,17110.7,16958.45,17038.4
28/04/2022 15:30:00,17189.5,17322.5,17071.05,17245.05
29/04/2022 15:30:00,17329.25,17377.65,17053.25,17102.55
02/05/2022 15:30:00,16924.45,17092.25,16917.25,17069.1
04/05/2022 15:30:00,17096.6,17132.85,16623.95,16677.6
05/05/2022 15:30:00,16854.75,16945.7,16651.85,16682.65
06/05/2022 15:30:00,16415.55,16484.2,16340.9,16411.25
09/05/2022 15:30:00,16227.7,16403.7,16142.1,16301.85
10/05/2022 15:30:00,16248.9,16404.55,16197.3,16240.05
11/05/2022 15:30:00,16270.05,16318.75,15992.6,16167.1
12/05/2022 15:30:00,16021.1,16041.95,15735.75,15808
13/05/2022 15:30:00,15977,16083.6,15740.85,15782.15
16/05/2022 15:30:00,15845.1,15977.95,15739.65,15842.3
17/05/2022 15:30:00,15912.6,16284.25,15900.8,16259.3
18/05/2022 15:30:00,16318.15,16399.8,16211.2,16240.3
19/05/2022 15:30:00,15917.4,15984.75,15775.2,15809.4
20/05/2022 15:30:00,16043.8,16283.05,16003.85,16266.15
23/05/2022 15:30:00,16290.95,16414.7,16185.75,16214.7
24/05/2022 15:30:00,16225.55,16262.8,16078.6,16125.15
25/05/2022 15:30:00,16196.35,16223.35,16006.95,16025.8
26/05/2022 15:30:00,16105,16204.45,15903.7,16170.15
27/05/2022 15:30:00,16296.6,16370.6,16221.95,16352.45
30/05/2022 15:30:00,16527.9,16695.5,16506.15,16661.4
31/05/2022 15:30:00,16578.45,16690.75,16521.9,16584.55
01/06/2022 15:30:00,16594.4,16649.2,16438.85,16522.75
02/06/2022 15:30:00,16481.65,16646.4,16443.05,16628
03/06/2022 15:30:00,16761.65,16793.85,16567.9,16584.3
06/06/2022 15:30:00,16530.7,16610.95,16444.55,16569.55
07/06/2022 15:30:00,16469.6,16487.25,16347.1,16416.35
08/06/2022 15:30:00,16474.95,16514.3,16293.35,16356.25
09/06/2022 15:30:00,16263.85,16492.8,16243.85,16478.1
10/06/2022 15:30:00,16283.95,16324.7,16172.6,16201.8
13/06/2022 15:30:00,15877.55,15886.15,15684,15774.4
14/06/2022 15:30:00,15674.25,15858,15659.45,15732.1
15/06/2022 15:30:00,15729.25,15783.65,15678.9,15692.15
16/06/2022 15:30:00,15832.25,15863.15,15335.1,15360.6
17/06/2022 15:30:00,15272.65,15400.4,15183.4,15293.5
20/06/2022 15:30:00,15334.5,15382.5,15191.1,15350.15
21/06/2022 15:30:00,15455.95,15707.25,15419.85,15638.8
22/06/2022 15:30:00,15545.65,15565.4,15385.95,15413.3
23/06/2022 15:30:00,15451.55,15628.45,15367.5,15556.65
24/06/2022 15:30:00,15657.4,15749.25,15619.45,15699.25
27/06/2022 15:30:00,15926.2,15927.45,15815.5,15832.05
28/06/2022 15:30:00,15757.45,15892.1,15710.15,15850.2
29/06/2022 15:30:00,15701.7,15861.6,15687.8,15799.1
30/06/2022 15:30:00,15774.5,15890,15728.85,15780.25
01/07/2022 15:30:00,15703.7,15793.95,15511.05,15752.05
04/07/2022 15:30:00,15710.5,15852.35,15661.8,15835.35
05/07/2022 15:30:00,15909.15,16025.75,15785.45,15810.85
06/07/2022 15:30:00,15818.2,16011.35,15800.9,15989.8
07/07/2022 15:30:00,16113.75,16150.5,16045.95,16132.9
08/07/2022 15:30:00,16273.65,16275.5,16157.9,16220.6
11/07/2022 15:30:00,16136.15,16248.55,16115.5,16216
12/07/2022 15:30:00,16126.2,16158.75,16031.15,16058.3
13/07/2022 15:30:00,16128.2,16140,15950.15,15966.65
14/07/2022 15:30:00,16018.85,16070.85,15858.2,15938.65
15/07/2022 15:30:00,16010.8,16066.95,15927.3,16049.2
18/07/2022 15:30:00,16151.4,16287.95,16142.2,16278.5
19/07/2022 15:30:00,16187.05,16359.5,16187.05,16340.55
20/07/2022 15:30:00,16562.8,16588,16490.95,16520.85
21/07/2022 15:30:00,16523.55,16626.95,16483.9,16605.25
22/07/2022 15:30:00,16661.25,16752.25,16610.9,16719.45
25/07/2022 15:30:00,16662.55,16706.05,16564.25,16631
26/07/2022 15:30:00,16632.9,16636.1,16463.3,16483.85
27/07/2022 15:30:00,16475.35,16653.45,16438.75,16641.8
28/07/2022 15:30:00,16774.85,16947.65,16746.25,16929.6
29/07/2022 15:30:00,17079.5,17172.8,17018.15,17158.25
01/08/2022 15:30:00,17243.2,17356.25,17154.8,17340.05
02/08/2022 15:30:00,17310.15,17390.15,17215.85,17345.45
03/08/2022 15:30:00,17349.25,17407.5,17225.85,17388.15
04/08/2022 15:30:00,17463.1,17490.7,17161.25,17382
05/08/2022 15:30:00,17423.65,17474.4,17348.75,17397.5
08/08/2022 15:30:00,17401.5,17548.8,17359.75,17525.1
10/08/2022 15:30:00,17566.1,17566.1,17442.8,17534.75
11/08/2022 15:30:00,17711.65,17719.3,17631.95,17659
12/08/2022 15:30:00,17659.65,17724.65,17597.85,17698.15
16/08/2022 15:30:00,17797.2,17839.1,17764.05,17825.25
17/08/2022 15:30:00,17868.15,17965.95,17833.35,17944.25
18/08/2022 15:30:00,17898.65,17968.45,17852.05,17956.5
19/08/2022 15:30:00,17966.55,17992.2,17710.75,17758.45
22/08/2022 15:30:00,17682.9,17690.05,17467.35,17490.7
23/08/2022 15:30:00,17357.35,17625.55,17345.2,17577.5
24/08/2022 15:30:00,17525.45,17623.65,17499.25,17604.95
25/08/2022 15:30:00,17679,17726.5,17487.45,17522.45
26/08/2022 15:30:00,17619.3,17685.85,17519.35,17558.9
29/08/2022 15:30:00,17188.65,17380.15,17166.2,17312.9
30/08/2022 15:30:00,17414.95,17777.65,17401.5,17759.3
01/09/2022 15:30:00,17485.7,17695.6,17468.45,17542.8
02/09/2022 15:30:00,17598.4,17643.85,17476.45,17539.45
05/09/2022 15:30:00,17546.45,17683.15,17540.35,17665.8
06/09/2022 15:30:00,17695.7,17764.65,17587.65,17655.6
07/09/2022 15:30:00,17519.4,17650.75,17484.3,17624.4
08/09/2022 15:30:00,17748.15,17807.65,17691.95,17798.75
09/09/2022 15:30:00,17923.35,17925.95,17786,17833.35
12/09/2022 15:30:00,17890.85,17980.55,17889.15,17936.35
13/09/2022 15:30:00,18044.45,18088.3,18015.45,18070.05
14/09/2022 15:30:00,17771.15,18091.55,17771.15,18003.75
15/09/2022 15:30:00,18046.35,18096.15,17861.5,17877.4
16/09/2022 15:30:00,17796.8,17820.05,17497.25,17530.85
19/09/2022 15:30:00,17540.65,17667.2,17429.7,17622.25
20/09/2022 15:30:00,17770.4,17919.3,17744.4,17816.25
21/09/2022 15:30:00,17766.35,17838.7,17663.6,17718.35
22/09/2022 15:30:00,17609.65,17722.75,17532.45,17629.8
23/09/2022 15:30:00,17593.85,17642.15,17291.65,17327.35
26/09/2022 15:30:00,17156.3,17196.4,16978.3,17016.3
27/09/2022 15:30:00,17110.9,17176.45,16942.35,17007.4
28/09/2022 15:30:00,16870.55,17037.6,16820.4,16858.6
29/09/2022 15:30:00,16993.6,17026.05,16788.6,16818.1
30/09/2022 15:30:00,16798.05,17187.1,16747.7,17094.35
03/10/2022 15:30:00,17102.1,17114.65,16855.55,16887.35
04/10/2022 15:30:00,17147.45,17287.3,17117.3,17274.3
06/10/2022 15:30:00,17379.25,17428.8,17315.65,17331.8
07/10/2022 15:30:00,17287.2,17337.35,17216.95,17314.65
10/10/2022 15:30:00,17094.35,17280.15,17064.7,17241
11/10/2022 15:30:00,17256.05,17261.8,16950.3,16983.55
12/10/2022 15:30:00,17025.55,17142.35,16960.05,17123.6
13/10/2022 15:30:00,17087.35,17112.35,16956.95,17014.35
14/10/2022 15:30:00,17322.3,17348.55,17169.75,17185.7
17/10/2022 15:30:00,17144.8,17328.55,17098.55,17311.8
18/10/2022 15:30:00,17438.75,17527.8,17434.05,17486.95
19/10/2022 15:30:00,17568.15,17607.6,17472.85,17512.25
20/10/2022 15:30:00,17423.1,17584.15,17421,17563.95
21/10/2022 15:30:00,17622.85,17670.15,17520.75,17576.3
25/10/2022 15:30:00,17808.3,17811.5,17637,17656.35
27/10/2022 15:30:00,17771.4,17783.9,17654.5,17736.95
28/10/2022 15:30:00,17756.4,17838.9,17723.7,17786.8
31/10/2022 15:30:00,17910.2,18022.8,17899.9,18012.2
01/11/2022 15:30:00,18130.7,18175.8,18060.15,18145.4
02/11/2022 15:30:00,18177.9,18178.75,18048.65,18082.85
03/11/2022 15:30:00,17968.35,18106.3,17959.2,18052.7
04/11/2022 15:30:00,18053.4,18135.1,18017.15,18117.15
07/11/2022 15:30:00,18211.75,18255.5,18064.75,18202.8
09/11/2022 15:30:00,18288.25,18296.4,18117.5,18157
10/11/2022 15:30:00,18044.35,18103.1,17969.4,18028.2
11/11/2022 15:30:00,18272.35,18362.3,18259.35,18349.7
14/11/2022 15:30:00,18376.4,18399.45,18311.4,18329.15
15/11/2022 15:30:00,18362.75,18427.95,18282,18403.4
16/11/2022 15:30:00,18398.25,18442.15,18344.15,18409.65
17/11/2022 15:30:00,18358.7,18417.6,18312.95,18343.9
18/11/2022 15:30:00,18382.95,18394.6,18209.8,18307.65
21/11/2022 15:30:00,18246.4,18262.3,18133.35,18159.95
22/11/2022 15:30:00,18179.15,18261.85,18137.7,18244.2
23/11/2022 15:30:00,18325.2,18325.4,18246,18267.25
24/11/2022 15:30:00,18326.1,18529.7,18294.25,18484.1
25/11/2022 15:30:00,18528.45,18534.9,18445.1,18512.75
28/11/2022 15:30:00,18430.55,18614.25,18365.6,18562.75
29/11/2022 15:30:00,18552.45,18678.1,18552.15,18618.05
30/11/2022 15:30:00,18625.7,18816.05,18616.55,18758.35
01/12/2022 15:30:00,18871.95,18887.6,18778.2,18812.5
02/12/2022 15:30:00,18752.4,18781.95,18639.2,18696.1
05/12/2022 15:30:00,18719.55,18728.6,18591.35,18701.05
06/12/2022 15:30:00,18600.65,18654.9,18577.9,18642.75
07/12/2022 15:30:00,18638.85,18668.3,18528.4,18560.5
08/12/2022 15:30:00,18570.85,18625,18536.95,18609.35
09/12/2022 15:30:00,18662.4,18664.7,18410.1,18496.6
12/12/2022 15:30:00,18402.15,18521.55,18345.7,18497.15
13/12/2022 15:30:00,18524.4,18617.25,18490.2,18608
14/12/2022 15:30:00,18671.25,18696.1,18632.9,18660.3
15/12/2022 15:30:00,18614.4,18652.9,18387.7,18414.9
16/12/2022 15:30:00,18319.1,18440.95,18255.15,18269
19/12/2022 15:30:00,18288.1,18431.65,18244.55,18420.45
20/12/2022 15:30:00,18340.3,18404.9,18202.65,18385.3
21/12/2022 15:30:00,18435.15,18473.35,18162.75,18199.1
22/12/2022 15:30:00,18288.8,18318.75,18068.6,18127.35
23/12/2022 15:30:00,17977.65,18050.45,17779.5,17806.8
26/12/2022 15:30:00,17830.4,18084.1,17774.25,18014.6
27/12/2022 15:30:00,18089.8,18149.25,17967.45,18132.3
28/12/2022 15:30:00,18084.75,18173.1,18068.35,18122.5
29/12/2022 15:30:00,18045.7,18229.7,17992.8,18191
30/12/2022 15:30:00,18259.1,18265.25,18080.3,18105.3
02/01/2023 15:30:00,18131.7,18215.15,18086.5,18197.45
03/01/2023 15:30:00,18163.2,18251.95,18149.8,18232.55
04/01/2023 15:30:00,18230.65,18243,18020.6,18042.95
05/01/2023 15:30:00,18101.95,18120.3,17892.6,17992.15
06/01/2023 15:30:00,18008.05,18047.4,17795.55,17859.45
09/01/2023 15:30:00,17952.55,18141.4,17936.15,18101.2
10/01/2023 15:30:00,18121.3,18127.6,17856,17914.15
11/01/2023 15:30:00,17924.25,17976.35,17824.35,17895.7
12/01/2023 15:30:00,17920.85,17945.8,17761.65,17858.2
13/01/2023 15:30:00,17867.5,17999.35,17774.25,17956.6
16/01/2023 15:30:00,18033.15,18049.65,17853.65,17894.85
17/01/2023 15:30:00,17922.8,18072.05,17886.95,18053.3
18/01/2023 15:30:00,18074.3,18183.75,18032.45,18165.35
19/01/2023 15:30:00,18119.8,18155.2,18063.75,18107.85
20/01/2023 15:30:00,18115.6,18145.45,18016.2,18027.65
23/01/2023 15:30:00,18118.45,18162.6,18063.45,18118.55
