Date,Open,High,Low,Close,Volume
15/02/2022 15:30:00,393.55,404.85,392.6,403.9,1702145
16/02/2022 15:30:00,404,406.85,400.25,401.85,1075794
17/02/2022 15:30:00,403,405.75,393.3,395.7,1131202
18/02/2022 15:30:00,394.95,397.2,387.65,392.7,1428851
21/02/2022 15:30:00,390.4,392.2,385,387.5,1125934
22/02/2022 15:30:00,380.95,385.5,377.25,384.3,1727260
23/02/2022 15:30:00,384.1,397.15,383.45,395.45,2297257
24/02/2022 15:30:00,389,394.85,372.9,374.15,2949622
25/02/2022 15:30:00,379.7,395.8,378.4,394.55,1945989
28/02/2022 15:30:00,394.9,394.9,347,348.85,15809887
02/03/2022 15:30:00,350,353.45,343.05,344.85,13122596
03/03/2022 15:30:00,350.45,351.5,337.6,340.05,5683175
04/03/2022 15:30:00,340,340.95,327,328.2,4510173
07/03/2022 15:30:00,326,332,319.1,330,3343221
08/03/2022 15:30:00,330,338.5,325,334.45,6020844
09/03/2022 15:30:00,337.85,339.2,332.65,337.8,3009188
10/03/2022 15:30:00,344,344,331.5,333.2,5133631
11/03/2022 15:30:00,333,335.25,328,331.95,4955659
14/03/2022 15:30:00,331.95,334.3,324.65,328.7,2757846
15/03/2022 15:30:00,331.25,336.95,325.7,327.45,4762960
16/03/2022 15:30:00,330.6,330.85,327.5,329.2,1461561
17/03/2022 15:30:00,332,332.7,330,331.45,3561872
21/03/2022 15:30:00,332,335.6,328.8,329.8,1872846
22/03/2022 15:30:00,331,335.65,328.7,334.7,1558965
23/03/2022 15:30:00,336,341.9,335.7,337.2,2868421
24/03/2022 15:30:00,337,343.25,335.2,342.3,1779377
25/03/2022 15:30:00,343.55,350.9,342,348.9,4089702
28/03/2022 15:30:00,349.95,351.9,339.55,345.7,3149400
29/03/2022 15:30:00,347.1,349.25,342,343.45,1145170
30/03/2022 15:30:00,345.85,347.6,340,341.55,2474161
31/03/2022 15:30:00,343,343.9,334.45,335.6,2009138
01/04/2022 15:30:00,339,343,335.4,341.9,2395845
04/04/2022 15:30:00,344.2,348,341.75,346.45,1627838
05/04/2022 15:30:00,347.95,350,345.3,347.3,983530
06/04/2022 15:30:00,346,352.6,346,350.3,1959648
07/04/2022 15:30:00,352,355.9,348.35,353.35,3929845
08/04/2022 15:30:00,354.55,357.8,353,355,1524533
11/04/2022 15:30:00,355,361.75,349.8,351.35,3390421
12/04/2022 15:30:00,350.65,354.6,342.3,349.15,2291502
13/04/2022 15:30:00,349.95,354.8,348.5,350.7,855439
18/04/2022 15:30:00,347.8,350.6,338.4,343.2,2986116
19/04/2022 15:30:00,344,348.45,333,337.95,2438919
20/04/2022 15:30:00,342,353.8,337.3,352.55,3702037
21/04/2022 15:30:00,352.6,375,348.6,373.95,8965603
22/04/2022 15:30:00,373.9,384.85,368.15,375.55,7481010
25/04/2022 15:30:00,371.8,383.35,371.1,380.85,4861868
26/04/2022 15:30:00,384.9,388,376.75,380.05,4954362
27/04/2022 15:30:00,379.9,383.9,372,381.95,2724204
28/04/2022 15:30:00,385,385,375.25,376.75,1707353
29/04/2022 15:30:00,377,381.7,367,368.45,3420515
02/05/2022 15:30:00,364.95,377.55,363.3,372.8,3155507
04/05/2022 15:30:00,373,376.9,364.5,367.05,2138364
05/05/2022 15:30:00,370,370,360.8,362.1,840435
06/05/2022 15:30:00,358.1,361.7,347.1,348,1273996
09/05/2022 15:30:00,340.2,349.9,337,338.55,1321944
10/05/2022 15:30:00,338.55,343.4,328.1,330.8,1277055
11/05/2022 15:30:00,332.8,336.2,327.05,334.25,1135305
12/05/2022 15:30:00,333.4,334,324.6,327.95,716609
13/05/2022 15:30:00,330,335.55,323.5,326.15,691415
16/05/2022 15:30:00,326.15,326.85,317.05,319.9,1437402
17/05/2022 15:30:00,322.65,332,320.25,330.45,1061358
18/05/2022 15:30:00,332.5,347.1,332,337.85,5155939
19/05/2022 15:30:00,334,337.8,321.55,322.5,1342321
20/05/2022 15:30:00,327.05,340.85,325.75,340,3683548
23/05/2022 15:30:00,342.05,343.8,336.35,338.05,1242086
24/05/2022 15:30:00,339,341,328,329.4,1142414
25/05/2022 15:30:00,330,332.75,322.8,324.2,1231892
26/05/2022 15:30:00,325,327.5,321,325.4,1800315
27/05/2022 15:30:00,327.5,333.7,327.1,333,895936
30/05/2022 15:30:00,335.15,340.1,332,334.05,1520296
31/05/2022 15:30:00,333.15,339.5,332.15,334.1,3592613
01/06/2022 15:30:00,334,335.7,326.15,327.7,1443964
02/06/2022 15:30:00,328.05,329.5,319.55,322.9,4452479
03/06/2022 15:30:00,325,327,319.4,320.3,1528233
06/06/2022 15:30:00,320.3,321,313.2,318.7,1951463
07/06/2022 15:30:00,317.9,319.85,314.25,316.75,1628890
08/06/2022 15:30:00,318.4,321.2,311.9,320.55,1973109
09/06/2022 15:30:00,323.4,338.55,321.55,337.15,8216222
10/06/2022 15:30:00,330.05,344,329,339,4659316
13/06/2022 15:30:00,335.25,338.8,327.6,331.05,1783868
14/06/2022 15:30:00,329,333.45,325.1,326.45,1117224
15/06/2022 15:30:00,331.8,331.8,323.3,325.5,1762878
16/06/2022 15:30:00,327.85,329.4,318.35,321.75,1456444
17/06/2022 15:30:00,320.5,321,312,314.1,1353964
20/06/2022 15:30:00,314,317.9,309.45,316.1,1642311
21/06/2022 15:30:00,317,326.5,313.5,325,1465141
22/06/2022 15:30:00,317.1,324.1,311.5,314,2795435
23/06/2022 15:30:00,315.5,328.7,312.55,326.65,3009496
24/06/2022 15:30:00,327,340,325.9,326.95,4598920
27/06/2022 15:30:00,330,332.25,319.4,319.95,2463482
28/06/2022 15:30:00,318.6,319.25,314.5,315.95,2250561
29/06/2022 15:30:00,314.9,315.15,308.05,310.2,2928101
30/06/2022 15:30:00,310.9,313,307,308.4,2216979
01/07/2022 15:30:00,308.75,312,305,311.55,1136834
04/07/2022 15:30:00,312,314.4,309.1,311.3,876910
05/07/2022 15:30:00,312,316.7,311.6,313.55,1233143
06/07/2022 15:30:00,316.8,321.5,314,321,1838655
07/07/2022 15:30:00,322,324.1,318.5,321.4,841241
08/07/2022 15:30:00,323.1,324.55,319.7,322.8,628813
11/07/2022 15:30:00,322.5,329.9,319.25,328.9,1048019
12/07/2022 15:30:00,328.2,331.9,323.9,324.45,1244564
13/07/2022 15:30:00,326,331.5,323.75,329.1,1056581
14/07/2022 15:30:00,331,335.6,327.8,331.9,1831364
15/07/2022 15:30:00,333,334.45,330.05,332.4,740797
18/07/2022 15:30:00,332.85,335.2,329.25,332.45,693547
19/07/2022 15:30:00,332.3,341.65,327.65,329.05,3775546
20/07/2022 15:30:00,331,331.75,324.5,326.05,1825208
21/07/2022 15:30:00,327,333.8,324.95,331.2,1968504
22/07/2022 15:30:00,330.25,331.85,326.1,327.55,2378460
25/07/2022 15:30:00,327,327.55,320.7,322.75,781225
26/07/2022 15:30:00,324.3,324.45,316.05,318.25,1097083
27/07/2022 15:30:00,318.25,324.3,316.6,323.3,1004738
28/07/2022 15:30:00,316,316,305.05,306.75,8467901
29/07/2022 15:30:00,308.9,309.6,305.2,307.2,4759094
01/08/2022 15:30:00,309.95,310.55,307,309.2,1775428
02/08/2022 15:30:00,309.25,312.1,307.5,311.1,1840725
03/08/2022 15:30:00,311.65,311.95,306,308.4,1605452
04/08/2022 15:30:00,309.4,314.65,308.35,314,2363017
05/08/2022 15:30:00,315,316.35,311.75,313.3,1413210
08/08/2022 15:30:00,312.75,315.5,311,313.7,1005221
10/08/2022 15:30:00,315,316.8,312.55,313.45,941323
11/08/2022 15:30:00,315.9,316.4,314,315.75,1098580
12/08/2022 15:30:00,314,315.6,310.55,311.15,1477133
16/08/2022 15:30:00,312.95,318.45,311.25,317.35,1424508
17/08/2022 15:30:00,319,319.5,316.15,317.5,1205595
18/08/2022 15:30:00,317.9,318.35,313,315,1262974
19/08/2022 15:30:00,315,315.95,307.6,308.15,2301259
22/08/2022 15:30:00,308.15,308.25,303,305.5,1994185
23/08/2022 15:30:00,305.3,308.95,303.9,306.95,1233007
24/08/2022 15:30:00,306.65,309.85,305.5,306.8,1296571
25/08/2022 15:30:00,307,308.9,306,306.5,1189693
26/08/2022 15:30:00,307,308.8,305.55,306.75,1074937
29/08/2022 15:30:00,304,304.5,298.55,303.5,1948405
30/08/2022 15:30:00,306.5,310.5,305.3,309.9,1608532
01/09/2022 15:30:00,301,304.9,297.55,301.6,3239075
02/09/2022 15:30:00,302.5,304.45,294.1,295.6,2893357
05/09/2022 15:30:00,295.6,295.8,290.65,292.8,3619567
06/09/2022 15:30:00,296,296,290.2,292.4,2326067
07/09/2022 15:30:00,292.7,303.2,291.7,302.2,2690548
08/09/2022 15:30:00,304.7,304.8,298.85,300.2,1457902
09/09/2022 15:30:00,301.55,304.75,300.25,302.15,1116425
12/09/2022 15:30:00,303,305.6,302.55,303.55,1445662
13/09/2022 15:30:00,304.2,305,302.35,303.4,1230351
14/09/2022 15:30:00,301,307.35,300.05,305.25,2500445
15/09/2022 15:30:00,305.55,307.15,297.05,299.45,2340192
16/09/2022 15:30:00,300.4,300.85,290,291.25,2749903
19/09/2022 15:30:00,292.75,292.95,286.1,290,1319012
20/09/2022 15:30:00,291.95,301.1,290.3,298.55,2482788
21/09/2022 15:30:00,297.45,298.45,289,289.35,1423489
22/09/2022 15:30:00,290,290.5,285.5,289.5,1145495
23/09/2022 15:30:00,289.5,292.65,282.95,283.8,1747197
26/09/2022 15:30:00,283.8,283.8,275.35,276.05,1352658
27/09/2022 15:30:00,277.45,281.15,273.5,280.15,1411277
28/09/2022 15:30:00,279.8,287.05,277.5,284.05,1977859
29/09/2022 15:30:00,285.5,288.7,284.25,286.85,1541227
30/09/2022 15:30:00,286.85,292.35,285.85,290.95,1858560
03/10/2022 15:30:00,290.95,296.3,286,291.75,1655669
04/10/2022 15:30:00,293,299.15,293,298.55,2244077
06/10/2022 15:30:00,298.5,298.75,290.5,291.2,2959566
07/10/2022 15:30:00,290,290,281.8,282.85,4811153
10/10/2022 15:30:00,279.5,280.15,276.1,277.4,1970884
11/10/2022 15:30:00,276,276.85,268.05,268.75,2615823
12/10/2022 15:30:00,269.5,269.5,262.25,267.45,4144672
13/10/2022 15:30:00,268.5,268.8,261.25,262.4,4126270
14/10/2022 15:30:00,265.1,266.05,260.7,261.3,2411572
17/10/2022 15:30:00,261.9,265.6,258.25,263.7,2632881
18/10/2022 15:30:00,265.05,267.6,264.45,266.8,1152193
19/10/2022 15:30:00,267.8,273.7,265,269.7,2359801
20/10/2022 15:30:00,268.2,272.8,267.35,270.55,2421174
21/10/2022 15:30:00,271.5,271.65,266.5,268.8,1080940
25/10/2022 15:30:00,270.4,273.8,267.15,272,1941410
27/10/2022 15:30:00,274,277.2,271.4,276.25,1528784
28/10/2022 15:30:00,277.65,277.65,271.7,272.6,634150
31/10/2022 15:30:00,274,276.55,269.2,269.85,1369705
01/11/2022 15:30:00,270.95,275,269.6,270.3,2436287
02/11/2022 15:30:00,271.7,272.5,267.9,268.45,3665906
03/11/2022 15:30:00,267.8,281.25,267.2,279.75,5298720
04/11/2022 15:30:00,280.8,281.8,273.15,274,2172686
07/11/2022 15:30:00,275.4,278.75,273.05,278.4,2212874
09/11/2022 15:30:00,279.05,283,277.1,279.2,2106632
10/11/2022 15:30:00,277.95,283,272,275.9,1807736
11/11/2022 15:30:00,278.5,284.4,278.05,281.05,1949030
14/11/2022 15:30:00,281,287.8,278.7,286,2662219
15/11/2022 15:30:00,286,286.95,278,283.85,4141668
16/11/2022 15:30:00,284.4,287.5,280.5,284.4,2687912
17/11/2022 15:30:00,284,286.45,282.25,285.85,1319951
18/11/2022 15:30:00,287.3,289.75,283,287.35,1722626
21/11/2022 15:30:00,295,295,283.05,285.45,1901674
22/11/2022 15:30:00,284.55,285,280,282.2,1458767
23/11/2022 15:30:00,283,283.2,279.6,280.15,1410001
24/11/2022 15:30:00,281.65,284.1,274.05,274.45,2395644
25/11/2022 15:30:00,276,282.75,275.1,282.15,1972475
28/11/2022 15:30:00,282.15,284.6,280.3,281.2,2087670
29/11/2022 15:30:00,282.5,283.5,281.85,282.1,764612
30/11/2022 15:30:00,284.9,287,280.5,282.85,6560699
01/12/2022 15:30:00,284.8,286.5,283,285.55,1127965
02/12/2022 15:30:00,285.5,285.55,282,283.55,987241
05/12/2022 15:30:00,284.2,285.3,278.9,279.45,1492167
06/12/2022 15:30:00,279.4,280.4,272.25,273.7,2383617
07/12/2022 15:30:00,274.1,276.65,272.75,275.75,1244697
08/12/2022 15:30:00,276,278,273,275.55,1261574
09/12/2022 15:30:00,276.2,277.35,270.6,272.25,865434
12/12/2022 15:30:00,272.9,274.2,269.9,270.7,975963
13/12/2022 15:30:00,272,272,265.6,266.1,2463416
14/12/2022 15:30:00,267.4,274,267,271.45,4452626
15/12/2022 15:30:00,272.45,273.8,269,270.3,1793894
16/12/2022 15:30:00,270.4,270.4,265,266.1,1190382
19/12/2022 15:30:00,267.45,267.45,261.5,263.05,1324054
20/12/2022 15:30:00,263.6,263.9,259.1,262.05,1660191
21/12/2022 15:30:00,263,272.6,262.7,271.2,4912220
22/12/2022 15:30:00,274,275.4,265.05,269.65,2390292
23/12/2022 15:30:00,271.7,277,266.1,267.05,6383847
26/12/2022 15:30:00,268.9,270.3,263.4,265.2,2370002
27/12/2022 15:30:00,266.45,266.45,263.85,265.4,1313840
28/12/2022 15:30:00,265.35,267.05,263,263.8,1368720
29/12/2022 15:30:00,264,266.85,260.2,260.8,2886509
30/12/2022 15:30:00,261.5,263.3,261.15,261.85,1010982
02/01/2023 15:30:00,261.85,264.2,258.4,263.4,1918322
03/01/2023 15:30:00,263.95,265.95,262.7,263.4,1276723
04/01/2023 15:30:00,264,264.5,260.3,260.85,1149776
05/01/2023 15:30:00,262,262.15,259.45,260.2,1262638
06/01/2023 15:30:00,260.8,261.45,254.55,256.35,2352217
09/01/2023 15:30:00,257.5,259,255.1,256.8,1334267
10/01/2023 15:30:00,257,259.9,256.65,257.9,1043545
11/01/2023 15:30:00,258,258.7,251,251.55,2705579
12/01/2023 15:30:00,251.9,252.8,248.35,250.3,1776838
13/01/2023 15:30:00,250.3,253,246.25,252.05,2003170
16/01/2023 15:30:00,253,254,249,250.45,1312173
17/01/2023 15:30:00,250.45,251.5,247.55,249.35,918909
18/01/2023 15:30:00,249.95,250.55,248,249.65,734471
19/01/2023 15:30:00,249.7,250.95,247.75,249.2,844207
20/01/2023 15:30:00,249.15,250.4,244.45,244.95,1225843
23/01/2023 15:30:00,245.2,249.6,245.2,248.35,1263514
24/01/2023 15:30:00,249.75,250.4,245.5,246.15,859906
25/01/2023 15:30:00,245.95,246.2,234.3,235.2,3603904
27/01/2023 15:30:00,237,240,232.65,235.5,6734102
30/01/2023 15:30:00,235.5,236,229.65,233.45,1975246
31/01/2023 15:30:00,235,236,232.45,235.05,1215429
01/02/2023 15:30:00,237,243.95,236.35,239.7,3814127
02/02/2023 15:30:00,238.5,241.7,236.8,239.25,1593164
03/02/2023 15:30:00,239.95,240,230.25,233.25,1479173
06/02/2023 15:30:00,233,244.85,231.75,241.05,3621954
07/02/2023 15:30:00,242.25,242.25,236.65,237.75,907564
08/02/2023 15:30:00,238.5,245.45,235.6,244.1,2197586
09/02/2023 15:30:00,241.65,244.95,240.95,243.15,1746290
10/02/2023 15:30:00,242.4,244.5,239.55,242.35,2898885
13/02/2023 15:30:00,242.95,244.85,237.05,237.7,1676915
14/02/2023 15:30:00,238.2,238.65,233.65,234.95,3846790
15/02/2023 15:30:00,233.7,239.45,230.6,238.1,5789278
16/02/2023 15:30:00,238.9,245.5,237.2,242.85,4463420
17/02/2023 15:30:00,242.7,242.7,232,232.5,4081551
20/02/2023 15:30:00,232.5,233.7,226.5,227.7,5289644
21/02/2023 15:30:00,228,229.15,225.7,227.15,2613050
22/02/2023 15:30:00,227.3,228,221.45,222.25,2512629
23/02/2023 15:30:00,223.4,223.95,219,220,4162618
24/02/2023 15:30:00,220.8,228.1,217.35,226.3,4747013
27/02/2023 15:30:00,226.3,230.4,222.5,229.6,3574047
28/02/2023 15:30:00,225,232.05,223.3,229.15,51617861
01/03/2023 15:30:00,230.8,232.7,226.85,227.15,3583078
02/03/2023 15:30:00,225.1,227.15,221.35,223.5,5807866
03/03/2023 15:30:00,223.55,226.2,222.8,225.55,3976008
06/03/2023 15:30:00,226,229.6,225.3,226.4,4048944
08/03/2023 15:30:00,227.95,227.95,222,223.6,4032570
09/03/2023 15:30:00,223.5,226.3,223.3,223.85,3943009
10/03/2023 15:30:00,223.6,224.7,220.4,223.75,3829349
13/03/2023 15:30:00,223.25,223.7,216.65,218.15,2406396
14/03/2023 15:30:00,218.15,220.35,216.15,217.8,1694587
15/03/2023 15:30:00,218.75,224.3,218.6,221.25,2460149
16/03/2023 15:30:00,222,225.65,221,221.85,2654387
17/03/2023 15:30:00,223,223.4,200,202.3,43622635
20/03/2023 15:30:00,206,209.95,198.8,201.75,12777914
21/03/2023 15:30:00,203.6,203.6,191.55,201.1,12170982
22/03/2023 15:30:00,201.15,204.2,200,203.7,4977834
23/03/2023 15:30:00,203.7,207.8,201.05,207,6145350
24/03/2023 15:30:00,207,207,196.65,198.7,6907260
27/03/2023 15:30:00,199.05,207.9,198.85,206.65,11575501
28/03/2023 15:30:00,206.65,206.8,199.25,202.5,4260256
29/03/2023 15:30:00,202,204,199.65,201.6,11020214
31/03/2023 15:30:00,202.6,208.2,202.3,206.35,3884594
03/04/2023 15:30:00,209.1,211.9,207,209.35,3426689
05/04/2023 15:30:00,207.8,215.35,206.65,212.5,7498043
06/04/2023 15:30:00,212.65,218.45,211.6,215.8,5396768
10/04/2023 15:30:00,217,217.5,213.2,215.5,2349024
11/04/2023 15:30:00,215.4,218.25,213.3,216,3201574
12/04/2023 15:30:00,217.35,227,216.25,223.65,12681754
13/04/2023 15:30:00,224.45,224.8,220.35,224.1,3557030
17/04/2023 15:30:00,224.15,224.65,222.25,223.95,3100051
18/04/2023 15:30:00,223.95,234.3,222.45,232.1,12504374
19/04/2023 15:30:00,232.6,233.2,226.8,229.4,4306899
20/04/2023 15:30:00,229.1,230.8,223.6,229.5,6045806
21/04/2023 15:30:00,229.5,230.95,227.2,228.85,2460397
